timestamp,channel_44,isAnomaly,anomalyId
2000-01-26 01:31:16.353000+00:00,0.7960296,False,
2000-01-26 01:31:46.353000+00:00,0.79366714,False,
2000-01-26 01:32:16.353000+00:00,0.79051995,False,
2000-01-26 01:32:46.353000+00:00,0.792093,False,
2000-01-26 01:33:16.353000+00:00,0.7928808,False,
2000-01-26 01:33:46.353000+00:00,0.7920927,False,
2000-01-26 01:34:16.353000+00:00,0.78973234,False,
2000-01-26 01:34:46.353000+00:00,0.7952414,False,
2000-01-26 01:35:16.353000+00:00,0.78973204,False,
2000-01-26 01:35:46.353000+00:00,0.79209334,False,
2000-01-26 01:36:16.353000+00:00,0.7960294,False,
2000-01-26 01:36:46.353000+00:00,0.7913054,False,
2000-01-26 01:37:16.353000+00:00,0.7826479,False,
2000-01-26 01:37:46.353000+00:00,0.79052,False,
2000-01-26 01:38:16.353000+00:00,0.7928808,False,
2000-01-26 01:38:46.353000+00:00,0.792093,False,
2000-01-26 01:39:16.353000+00:00,0.7928808,False,
2000-01-26 01:39:46.353000+00:00,0.792093,False,
2000-01-26 01:40:16.353000+00:00,0.79288065,False,
2000-01-26 01:40:46.353000+00:00,0.79130894,False,
2000-01-26 01:41:16.353000+00:00,0.79288113,False,
2000-01-26 01:41:46.353000+00:00,0.79602957,False,
2000-01-26 01:42:16.353000+00:00,0.79288125,False,
2000-01-26 01:42:46.353000+00:00,0.79681623,False,
2000-01-26 01:43:16.353000+00:00,0.79445505,False,
2000-01-26 01:43:46.353000+00:00,0.7913068,False,
2000-01-26 01:44:16.353000+00:00,0.7960301,False,
2000-01-26 01:44:46.353000+00:00,0.79839075,False,
2000-01-26 01:45:16.353000+00:00,0.7960298,False,
2000-01-26 01:45:46.353000+00:00,0.7952418,False,
2000-01-26 01:46:16.353000+00:00,0.7936679,False,
2000-01-26 01:46:46.353000+00:00,0.7983909,False,
2000-01-26 01:47:16.353000+00:00,0.79760456,False,
2000-01-26 01:47:46.353000+00:00,0.7991775,False,
2000-01-26 01:48:16.353000+00:00,0.7991776,False,
2000-01-26 01:48:46.353000+00:00,0.7999652,False,
2000-01-26 01:49:16.353000+00:00,0.7968169,False,
2000-01-26 01:49:46.353000+00:00,0.8007521,False,
2000-01-26 01:50:16.353000+00:00,0.80154,False,
2000-01-26 01:50:46.353000+00:00,0.80153936,False,
2000-01-26 01:51:16.353000+00:00,0.80153996,False,
2000-01-26 01:51:46.353000+00:00,0.80075246,False,
2000-01-26 01:52:16.353000+00:00,0.8046872,False,
2000-01-26 01:52:46.353000+00:00,0.79996574,False,
2000-01-26 01:53:16.353000+00:00,0.80232704,False,
2000-01-26 01:53:46.353000+00:00,0.80626214,False,
2000-01-26 01:54:16.353000+00:00,0.8054754,False,
2000-01-26 01:54:46.353000+00:00,0.8031147,False,
2000-01-26 01:55:16.353000+00:00,0.80468774,False,
2000-01-26 01:55:46.353000+00:00,0.8054754,False,
2000-01-26 01:56:16.353000+00:00,0.80311453,False,
2000-01-26 01:56:46.353000+00:00,0.80311495,False,
2000-01-26 01:57:16.353000+00:00,0.80705017,False,
2000-01-26 01:57:46.353000+00:00,0.8070501,False,
2000-01-26 01:58:16.353000+00:00,0.80626225,False,
2000-01-26 01:58:46.353000+00:00,0.8070501,False,
2000-01-26 01:59:16.353000+00:00,0.80626196,False,
2000-01-26 01:59:46.353000+00:00,0.8039014,False,
2000-01-26 02:00:16.353000+00:00,0.8062624,False,
2000-01-26 02:00:46.353000+00:00,0.8078346,False,
2000-01-26 02:01:16.353000+00:00,0.80705017,False,
2000-01-26 02:01:46.353000+00:00,0.8070506,False,
2000-01-26 02:02:16.353000+00:00,0.8109851,False,
2000-01-26 02:02:46.353000+00:00,0.80468845,False,
2000-01-26 02:03:16.353000+00:00,0.81255984,False,
2000-01-26 02:03:46.353000+00:00,0.80862474,False,
2000-01-26 02:04:16.353000+00:00,0.809411,False,
2000-01-26 02:04:46.353000+00:00,0.80705017,False,
2000-01-26 02:05:16.353000+00:00,0.8070501,False,
2000-01-26 02:05:46.353000+00:00,0.80626243,False,
2000-01-26 02:06:16.353000+00:00,0.8086246,False,
2000-01-26 02:06:46.353000+00:00,0.8078368,False,
2000-01-26 02:07:16.353000+00:00,0.8086246,False,
2000-01-26 02:07:46.353000+00:00,0.80783623,False,
2000-01-26 02:08:16.353000+00:00,0.803115,False,
2000-01-26 02:08:46.353000+00:00,0.8078364,False,
2000-01-26 02:09:16.353000+00:00,0.8046874,False,
